Nombre,Subestacion,Nodo,S[MVA],PF[cos],P[MW],Q[MW]
lod_5481_1,FORT WORTH 28_161 kV/FORT WORTH 28 0/FORT WORTH 28_161 kV/FORT _1/161.000000,FORT WORTH 28 0,60.475471,0.962126,58.185001,16.486000
lod_5249_1,FORT WORTH 29_161 kV/FORT WORTH 29 0/FORT WORTH 29_161 kV/FORT _1/161.000000,FORT WORTH 29 0,119.195328,0.962127,114.681000,32.493000
lod_5433_1,FORT WORTH 3_161 kV/FORT WORTH 3 0/FORT WORTH 3_161 kV/FORT _1/161.000000,FORT WORTH 3 0,121.583755,0.962127,116.978996,33.144001
lod_5310_1,FORT WORTH 4_161 kV/FORT WORTH 4 0/FORT WORTH 4_161 kV/FORT _1/161.000000,FORT WORTH 4 0,72.748116,0.962128,69.992996,19.830999
lod_5117_1,FORT WORTH 5_161 kV/FORT WORTH 5 0/FORT WORTH 5_161 kV/FORT _1/161.000000,FORT WORTH 5 0,133.332794,0.962126,128.283005,36.347000
lod_5216_1,FORT WORTH 6_161 kV/FORT WORTH 6 0/FORT WORTH 6_161 kV/FORT _1/161.000000,FORT WORTH 6 0,69.202965,0.962126,66.582001,18.865000
lod_5442_1,FORT WORTH 7_161 kV/FORT WORTH 7 0/FORT WORTH 7_161 kV/FORT _1/161.000000,FORT WORTH 7 0,45.436787,0.962128,43.716000,12.386000
lod_5104_1,FORT WORTH 8_161 kV/FORT WORTH 8 0/FORT WORTH 8_161 kV/FORT _1/161.000000,FORT WORTH 8 0,82.130547,0.962127,79.019997,22.389000
lod_5379_1,FORT WORTH 9_161 kV/FORT WORTH 9 0/FORT WORTH 9_161 kV/FORT _1/161.000000,FORT WORTH 9 0,171.217468,0.962127,164.733002,46.674000
lod_5234_1,FRISCO 1_161 kV/FRISCO 1 0/FRISCO 1_161 kV/FRISC_1/161.000000,FRISCO 1 0,148.274628,0.962127,142.658997,40.419998
lod_5465_1,FRISCO 2_161 kV/FRISCO 2 1/FRISCO 2_161 kV/FRISC_1/161.000000,FRISCO 2 1,226.757156,0.962126,218.169006,61.814999
lod_5091_1,FROST_161 kV/FROST 0/FROST_161 kV/FROST_1/161.000000,FROST 0,5.543887,0.962141,5.334000,1.511000
lod_5351_1,GARLAND 1_161 kV/GARLAND 1 1/GARLAND 1_161 kV/GARLA_1/161.000000,GARLAND 1 1,181.142471,0.962127,174.281998,49.380001
lod_5181_1,GARLAND 2_161 kV/GARLAND 2 0/GARLAND 2_161 kV/GARLA_1/161.000000,GARLAND 2 0,185.233368,0.962127,178.218002,50.494999
lod_5356_1,GARLAND 3_161 kV/GARLAND 3 0/GARLAND 3_161 kV/GARLA_1/161.000000,GARLAND 3 0,127.252373,0.962127,122.432999,34.688999
lod_5213_1,GARLAND 4_161 kV/GARLAND 4 0/GARLAND 4_161 kV/GARLA_1/161.000000,GARLAND 4 0,95.725441,0.962127,92.099998,26.094999
lod_5003_1,GARLAND 5_161 kV/GARLAND 5 0/GARLAND 5_161 kV/GARLA_1/161.000000,GARLAND 5 0,118.116493,0.962126,113.642998,32.199001
lod_5140_1,GATESVILLE 1_161 kV/GATESVILLE 1 0/GATESVILLE 1_161 kV/GATES_1/161.000000,GATESVILLE 1 0,8.986423,0.962118,8.646000,2.450000
lod_5182_1,GATESVILLE 2_161 kV/GATESVILLE 2 0/GATESVILLE 2_161 kV/GATES_1/161.000000,GATESVILLE 2 0,3.972477,0.962120,3.822000,1.083000
lod_5466_1,GATESVILLE 3_161 kV/GATESVILLE 3 0/GATESVILLE 3_161 kV/GATES_1/161.000000,GATESVILLE 3 0,7.729710,0.962132,7.437000,2.107000
lod_5024_1,GATESVILLE 4_161 kV/GATESVILLE 4 0/GATESVILLE 4_161 kV/GATES_1/161.000000,GATESVILLE 4 0,52.926529,0.962126,50.922001,14.428000
lod_5246_1,GLEN ROSE 2_161 kV/GLEN ROSE 2 0/GLEN ROSE 2_161 kV/GLEN _1/161.000000,GLEN ROSE 2 0,22.047935,0.962131,21.212999,6.010000
lod_5129_1,GOLDTHWAITE 2_161 kV/GOLDTHWAITE 2 0/GOLDTHWAITE 2_161 kV/GOLDT_1/161.000000,GOLDTHWAITE 2 0,4.409010,0.962121,4.242000,1.202000
lod_5129_2,GOLDTHWAITE 2_161 kV/GOLDTHWAITE 2 0/GOLDTHWAITE 2_161 kV/GOLDT_1/161.000000,GOLDTHWAITE 2 0,11.069364,0.962115,10.650000,3.018000
lod_5190_1,GORDON_161 kV/GORDON 0/GORDON_161 kV/GORDO_1/161.000000,GORDON 0,3.507786,0.962145,3.375000,0.956000
lod_5456_1,GORMAN_161 kV/GORMAN 0/GORMAN_161 kV/GORMA_1/161.000000,GORMAN 0,5.943057,0.962131,5.718000,1.620000
lod_5456_2,GORMAN_161 kV/GORMAN 0/GORMAN_161 kV/GORMA_1/161.000000,GORMAN 0,7.171613,0.962127,6.900000,1.955000
lod_5176_1,GRAFORD_161 kV/GRAFORD 0/GRAFORD_161 kV/GRAFO_1/161.000000,GRAFORD 0,7.589464,0.962123,7.302000,2.069000
lod_5056_1,GRAHAM_161 kV/GRAHAM 1/GRAHAM_161 kV/GRAHA_1/161.000000,GRAHAM 1,41.988205,0.962127,40.397999,11.446000
lod_5402_1,GRANBURY 2_161 kV/GRANBURY 2 1/GRANBURY 2_161 kV/GRANB_1/161.000000,GRANBURY 2 1,68.563835,0.962125,65.967003,18.691000
lod_5338_1,GRANBURY 3_161 kV/GRANBURY 3 0/GRANBURY 3_161 kV/GRANB_1/161.000000,GRANBURY 3 0,83.415146,0.962127,80.255997,22.739000
lod_5145_1,GRAND PRAIRIE 1_161 kV/GRAND PRAIRIE 1 0/GRAND PRAIRIE 1_161 kV/GRAND_1/161.000000,GRAND PRAIRIE 1 0,122.494194,0.962127,117.855003,33.391998
lod_5251_1,GRAND PRAIRIE 2_161 kV/GRAND PRAIRIE 2 0/GRAND PRAIRIE 2_161 kV/GRAND_1/161.000000,GRAND PRAIRIE 2 0,127.969673,0.962126,123.123001,34.884998
lod_5449_1,GRAND PRAIRIE 3_161 kV/GRAND PRAIRIE 3 1/GRAND PRAIRIE 3_161 kV/GRAND_1/161.000000,GRAND PRAIRIE 3 1,277.497864,0.962126,266.988007,75.647003
lod_5092_1,GRANDVIEW_161 kV/GRANDVIEW 0/GRANDVIEW_161 kV/GRAND_1/161.000000,GRANDVIEW 0,18.318861,0.962123,17.625000,4.994000
lod_5245_1,GRAPEVINE_161 kV/GRAPEVINE 0/GRAPEVINE_161 kV/GRAPE_1/161.000000,GRAPEVINE 0,144.430038,0.962127,138.960007,39.372002
lod_5050_1,GREENVILLE 1_161 kV/GREENVILLE 1 1/GREENVILLE 1_161 kV/GREEN_1/161.000000,GREENVILLE 1 1,67.145027,0.962126,64.601997,18.304001
lod_5454_1,GREENVILLE 2_161 kV/GREENVILLE 2 0/GREENVILLE 2_161 kV/GREEN_1/161.000000,GREENVILLE 2 0,49.640026,0.962127,47.759998,13.532000
lod_5054_1,GROESBECK_161 kV/GROESBECK 0/GROESBECK_161 kV/GROES_1/161.000000,GROESBECK 0,22.004255,0.962132,21.171000,5.998000
lod_5373_1,HALTOM CITY_161 kV/HALTOM CITY 0/HALTOM CITY_161 kV/HALTO_1/161.000000,HALTOM CITY 0,95.553871,0.962127,91.934998,26.048000
lod_5373_2,HALTOM CITY_161 kV/HALTOM CITY 0/HALTOM CITY_161 kV/HALTO_1/161.000000,HALTOM CITY 0,67.615761,0.962128,65.055000,18.431999
lod_5231_1,HAMILTON_161 kV/HAMILTON 0/HAMILTON_161 kV/HAMIL_1/161.000000,HAMILTON 0,15.521782,0.962132,14.934000,4.231000
lod_5477_1,HARKER HEIGHTS_161 kV/HARKER HEIGHTS 0/HARKER HEIGHTS_161 kV/HARKE_1/161.000000,HARKER HEIGHTS 0,82.142914,0.962128,79.031998,22.392000
lod_5093_1,HASLET_161 kV/HASLET 0/HASLET_161 kV/HASLE_1/161.000000,HASLET 0,49.873959,0.962125,47.985001,13.596000
lod_5446_1,HEWITT_161 kV/HEWITT 0/HEWITT_161 kV/HEWIT_1/161.000000,HEWITT 0,42.262650,0.962126,40.661999,11.521000
lod_5112_1,HICO_161 kV/HICO 0/HICO_161 kV/HICO__1/161.000000,HICO 0,14.811075,0.962118,14.250000,4.038000
lod_5345_1,HILLSBORO_161 kV/HILLSBORO 0/HILLSBORO_161 kV/HILLS_1/161.000000,HILLSBORO 0,34.420582,0.962128,33.117001,9.383000
lod_5460_1,HOLLAND_115 kV/HOLLAND 2/HOLLAND_115 kV/HOLLA_1/115.000000,HOLLAND 2,14.714236,0.962129,14.157000,4.011000
lod_5211_1,HUBBARD_161 kV/HUBBARD 0/HUBBARD_161 kV/HUBBA_1/161.000000,HUBBARD 0,7.177930,0.962116,6.906000,1.957000
lod_5428_1,HURST_161 kV/HURST 0/HURST_161 kV/HURST_1/161.000000,HURST 0,88.619347,0.962126,85.263000,24.158001
lod_5313_1,HUTCHINS_161 kV/HUTCHINS 0/HUTCHINS_161 kV/HUTCH_1/161.000000,HUTCHINS 0,16.756657,0.962125,16.122000,4.568000
lod_5105_1,IRVING 1_161 kV/IRVING 1 0/IRVING 1_161 kV/IRVIN_1/161.000000,IRVING 1 0,109.413994,0.962126,105.269997,29.827000
lod_5335_1,IRVING 2_161 kV/IRVING 2 0/IRVING 2_161 kV/IRVIN_1/161.000000,IRVING 2 0,173.269379,0.962126,166.707001,47.234001
lod_5478_1,IRVING 3_161 kV/IRVING 3 0/IRVING 3_161 kV/IRVIN_1/161.000000,IRVING 3 0,143.369888,0.962127,137.940002,39.083000
lod_5463_1,IRVING 4_161 kV/IRVING 4 0/IRVING 4_161 kV/IRVIN_1/161.000000,IRVING 4 0,166.637177,0.962126,160.326004,45.425999
lod_5148_1,IRVING 5_161 kV/IRVING 5 0/IRVING 5_161 kV/IRVIN_1/161.000000,IRVING 5 0,86.689285,0.962126,83.405998,23.632000
lod_5257_1,ITALY_161 kV/ITALY 0/ITALY_161 kV/ITALY_1/161.000000,ITALY 0,10.289704,0.962127,9.900000,2.805000
lod_5348_1,ITASCA_161 kV/ITASCA 0/ITASCA_161 kV/ITASC_1/161.000000,ITASCA 0,9.616088,0.962138,9.252000,2.621000
lod_5337_1,JACKSBORO 2_161 kV/JACKSBORO 2 0/JACKSBORO 2_161 kV/JACKS_1/161.000000,JACKSBORO 2 0,19.522419,0.962125,18.783001,5.322000
lod_5127_1,JONESBORO_161 kV/JONESBORO 0/JONESBORO_161 kV/JONES_1/161.000000,JONESBORO 0,1.671407,0.962064,1.608000,0.456000
lod_5127_2,JONESBORO_161 kV/JONESBORO 0/JONESBORO_161 kV/JONES_1/161.000000,JONESBORO 0,2.372909,0.962110,2.283000,0.647000
lod_5421_1,JOSEPHINE_161 kV/JOSEPHINE 0/JOSEPHINE_161 kV/JOSEP_1/161.000000,JOSEPHINE 0,2.092144,0.962171,2.013000,0.570000
lod_5293_1,JOSHUA_161 kV/JOSHUA 0/JOSHUA_161 kV/JOSHU_1/161.000000,JOSHUA 0,65.445740,0.962125,62.966999,17.841000
lod_5218_1,JUSTIN_161 kV/JUSTIN 0/JUSTIN_161 kV/JUSTI_1/161.000000,JUSTIN 0,40.840691,0.962129,39.293999,11.133000
lod_5114_1,KAUFMAN_161 kV/KAUFMAN 0/KAUFMAN_161 kV/KAUFM_1/161.000000,KAUFMAN 0,59.187710,0.962125,56.945999,16.135000
lod_5265_1,KELLER 1_161 kV/KELLER 1 0/KELLER 1_161 kV/KELLE_1/161.000000,KELLER 1 0,108.032562,0.962127,103.941002,29.450001
lod_5016_1,KELLER 2_161 kV/KELLER 2 1/KELLER 2_161 kV/KELLE_1/161.000000,KELLER 2 1,188.295410,0.962126,181.164001,51.330002
lod_5426_1,KEMP_161 kV/KEMP 0/KEMP_161 kV/KEMP__1/161.000000,KEMP 0,45.583351,0.962128,43.856998,12.426000
lod_5004_1,KERENS_161 kV/KERENS 0/KERENS_161 kV/KEREN_1/161.000000,KERENS 0,1.886378,0.962161,1.815000,0.514000
lod_5004_2,KERENS_161 kV/KERENS 0/KERENS_161 kV/KEREN_1/161.000000,KERENS 0,10.261547,0.962136,9.873000,2.797000
lod_5221_1,KILLEEN 1_161 kV/KILLEEN 1 0/KILLEEN 1_161 kV/KILLE_1/161.000000,KILLEEN 1 0,94.883690,0.962125,91.290001,25.865999
lod_5377_1,KILLEEN 2_161 kV/KILLEEN 2 0/KILLEEN 2_161 kV/KILLE_1/161.000000,KILLEEN 2 0,59.886055,0.962127,57.618000,16.325001
lod_5411_1,KILLEEN 3_161 kV/KILLEEN 3 1/KILLEEN 3_161 kV/KILLE_1/161.000000,KILLEEN 3 1,124.801575,0.962127,120.074997,34.021000
lod_5193_1,KILLEEN 4_161 kV/KILLEEN 4 1/KILLEEN 4_161 kV/KILLE_1/161.000000,KILLEEN 4 1,1.353279,0.962107,1.302000,0.369000
lod_5193_2,KILLEEN 4_161 kV/KILLEEN 4 1/KILLEEN 4_161 kV/KILLE_1/161.000000,KILLEEN 4 1,138.724075,0.962126,133.470001,37.817001
lod_5247_1,KOPPERL_161 kV/KOPPERL 0/KOPPERL_161 kV/KOPPE_1/161.000000,KOPPERL 0,3.389380,0.962123,3.261000,0.924000
lod_5113_1,KRUM_161 kV/KRUM 0/KRUM_161 kV/KRUM__1/161.000000,KRUM 0,22.431583,0.962126,21.582001,6.115000
lod_5095_1,LAKE DALLAS_161 kV/LAKE DALLAS 0/LAKE DALLAS_161 kV/LAKE _1/161.000000,LAKE DALLAS 0,33.513313,0.962125,32.243999,9.136000
lod_5109_1,LANCASTER 1_161 kV/LANCASTER 1 0/LANCASTER 1_161 kV/LANCA_1/161.000000,LANCASTER 1 0,56.103821,0.962127,53.979000,15.294000
lod_5349_1,LANCASTER 2_161 kV/LANCASTER 2 0/LANCASTER 2_161 kV/LANCA_1/161.000000,LANCASTER 2 0,63.222549,0.962125,60.827999,17.235001
lod_5259_1,LAVON_161 kV/LAVON 0/LAVON_161 kV/LAVON_1/161.000000,LAVON 0,9.572408,0.962140,9.210000,2.609000
lod_5341_1,LEWISVILLE 1_161 kV/LEWISVILLE 1 0/LEWISVILLE 1_161 kV/LEWIS_1/161.000000,LEWISVILLE 1 0,40.223392,0.962127,38.700001,10.965000
lod_5370_1,LEWISVILLE 2_161 kV/LEWISVILLE 2 0/LEWISVILLE 2_161 kV/LEWIS_1/161.000000,LEWISVILLE 2 0,110.162338,0.962126,105.989998,30.031000
lod_5422_1,LEWSIVILLE_161 kV/LEWSIVILLE 0/LEWSIVILLE_161 kV/LEWSI_1/161.000000,LEWSIVILLE 0,190.147583,0.962126,182.945999,51.834999
lod_5005_1,LIPAN_161 kV/LIPAN 0/LIPAN_161 kV/LIPAN_1/161.000000,LIPAN 0,9.298233,0.962118,8.946000,2.535000
lod_5277_1,LITTLE ELM_161 kV/LITTLE ELM 0/LITTLE ELM_161 kV/LITTL_1/161.000000,LITTLE ELM 0,108.927467,0.962126,104.802002,29.694000
lod_5080_1,LORENA_161 kV/LORENA 0/LORENA_161 kV/LOREN_1/161.000000,LORENA 0,8.939585,0.962125,8.601000,2.437000
lod_5080_2,LORENA_161 kV/LORENA 0/LORENA_161 kV/LOREN_1/161.000000,LORENA 0,5.737290,0.962127,5.520000,1.564000
lod_5080_3,LORENA_161 kV/LORENA 0/LORENA_161 kV/LOREN_1/161.000000,LORENA 0,24.417686,0.962130,23.493000,6.656000
lod_5222_1,MABANK 1_161 kV/MABANK 1 0/MABANK 1_161 kV/MABAN_1/161.000000,MABANK 1 0,20.585728,0.962123,19.806000,5.612000
lod_5222_2,MABANK 1_161 kV/MABANK 1 0/MABANK 1_161 kV/MABAN_1/161.000000,MABANK 1 0,13.863011,0.962129,13.338000,3.779000
lod_5062_1,MABANK 2_115 kV/MABANK 2 3/MABANK 2_115 kV/MABAN_1/115.000000,MABANK 2 3,45.461788,0.962127,43.740002,12.393000
lod_5174_1,MALONE_161 kV/MALONE 0/MALONE_161 kV/MALON_1/161.000000,MALONE 0,2.865486,0.962141,2.757000,0.781000
lod_5174_2,MALONE_161 kV/MALONE 0/MALONE_161 kV/MALON_1/161.000000,MALONE 0,1.627726,0.962078,1.566000,0.444000
lod_5048_1,MANSFIELD_161 kV/MANSFIELD 1/MANSFIELD_161 kV/MANSF_1/161.000000,MANSFIELD 1,0.473896,0.962237,0.456000,0.129000
lod_5048_2,MANSFIELD_161 kV/MANSFIELD 1/MANSFIELD_161 kV/MANSF_1/161.000000,MANSFIELD 1,191.329300,0.962126,184.082993,52.157001
lod_5124_1,MARLIN_115 kV/MARLIN 1/MARLIN_115 kV/MARLI_1/115.000000,MARLIN 1,27.744705,0.962130,26.694000,7.563000
lod_5276_1,MART_161 kV/MART 0/MART_161 kV/MART__1/161.000000,MART 0,10.957004,0.962124,10.542000,2.987000
lod_5156_1,MAY_161 kV/MAY 0/MAY_161 kV/MAY_1_1/161.000000,MAY 0,6.460633,0.962135,6.216000,1.761000
lod_5355_1,MAYPEARL_161 kV/MAYPEARL 0/MAYPEARL_161 kV/MAYPE_1/161.000000,MAYPEARL 0,5.871491,0.962107,5.649000,1.601000
lod_5267_1,MC GREGOR_161 kV/MC GREGOR 0/MC GREGOR_161 kV/MC GR_1/161.000000,MC GREGOR 0,2.999686,0.962101,2.886000,0.818000
lod_5267_2,MC GREGOR_161 kV/MC GREGOR 0/MC GREGOR_161 kV/MC GR_1/161.000000,MC GREGOR 0,29.020100,0.962126,27.921000,7.911000
lod_5267_3,MC GREGOR_161 kV/MC GREGOR 0/MC GREGOR_161 kV/MC GR_1/161.000000,MC GREGOR 0,8.845905,0.962140,8.511000,2.411000
lod_5296_1,MCKINNEY 1_161 kV/MCKINNEY 1 1/MCKINNEY 1_161 kV/MCKIN_1/161.000000,MCKINNEY 1 1,106.351944,0.962126,102.323997,28.992001
lod_5400_1,MCKINNEY 2_161 kV/MCKINNEY 2 0/MCKINNEY 2_161 kV/MCKIN_1/161.000000,MCKINNEY 2 0,112.531815,0.962128,108.269997,30.676001
lod_5084_1,MCKINNEY 3_161 kV/MCKINNEY 3 1/MCKINNEY 3_161 kV/MCKIN_1/161.000000,MCKINNEY 3 1,233.027542,0.962127,224.201996,63.523998
lod_5450_1,MELISSA_161 kV/MELISSA 0/MELISSA_161 kV/MELIS_1/161.000000,MELISSA 0,17.769966,0.962129,17.097000,4.844000
lod_5191_1,MERIDIAN_161 kV/MERIDIAN 0/MERIDIAN_161 kV/MERID_1/161.000000,MERIDIAN 0,7.876274,0.962130,7.578000,2.147000
lod_5171_1,MERTENS_161 kV/MERTENS 0/MERTENS_161 kV/MERTE_1/161.000000,MERTENS 0,1.106991,0.962067,1.065000,0.302000
lod_5354_1,MESQUITE 1_161 kV/MESQUITE 1 0/MESQUITE 1_161 kV/MESQU_1/161.000000,MESQUITE 1 0,80.783592,0.962126,77.723999,22.021999
lod_5158_1,MESQUITE 2_161 kV/MESQUITE 2 0/MESQUITE 2_161 kV/MESQU_1/161.000000,MESQUITE 2 0,174.815781,0.962127,168.195007,47.654999
lod_5316_1,MESQUITE 3_161 kV/MESQUITE 3 0/MESQUITE 3_161 kV/MESQU_1/161.000000,MESQUITE 3 0,183.125427,0.962127,176.190002,49.919998
lod_5223_1,MEXIA_161 kV/MEXIA 0/MEXIA_161 kV/MEXIA_1/161.000000,MEXIA 0,36.163551,0.962129,34.793999,9.858000
lod_5269_1,MIDLOTHIAN 2_161 kV/MIDLOTHIAN 2 0/MIDLOTHIAN 2_161 kV/MIDLO_1/161.000000,MIDLOTHIAN 2 0,90.380997,0.962127,86.958000,24.638000
lod_5087_1,MILFORD_161 kV/MILFORD 0/MILFORD_161 kV/MILFO_1/161.000000,MILFORD 0,4.293490,0.962154,4.131000,1.170000
lod_5255_1,MILLSAP_161 kV/MILLSAP 0/MILLSAP_161 kV/MILLS_1/161.000000,MILLSAP 0,9.797128,0.962119,9.426000,2.671000
lod_5200_1,MINERAL WELLS_161 kV/MINERAL WELLS 0/MINERAL WELLS_161 kV/MINER_1/161.000000,MINERAL WELLS 0,68.962723,0.962128,66.350998,18.799000
lod_5471_1,MINGUS_161 kV/MINGUS 0/MINGUS_161 kV/MINGU_1/161.000000,MINGUS 0,1.499843,0.962101,1.443000,0.409000
lod_5142_1,MOODY_161 kV/MOODY 0/MOODY_161 kV/MOODY_1/161.000000,MOODY 0,16.145401,0.962132,15.534000,4.401000
lod_5151_1,MORGAN_161 kV/MORGAN 0/MORGAN_161 kV/MORGA_1/161.000000,MORGAN 0,5.540727,0.962148,5.331000,1.510000
lod_5327_1,MOUNT CALM_161 kV/MOUNT CALM 0/MOUNT CALM_161 kV/MOUNT_1/161.000000,MOUNT CALM 0,4.171926,0.962146,4.014000,1.137000
lod_5473_1,NEMO_161 kV/NEMO 0/NEMO_161 kV/NEMO__1/161.000000,NEMO 0,2.344751,0.962149,2.256000,0.639000
lod_5473_2,NEMO_161 kV/NEMO 0/NEMO_161 kV/NEMO__1/161.000000,NEMO 0,1.839538,0.962198,1.770000,0.501000
lod_5225_1,NEVADA_161 kV/NEVADA 0/NEVADA_161 kV/NEVAD_1/161.000000,NEVADA 0,13.573042,0.962128,13.059000,3.700000
lod_5434_1,NEWARK_161 kV/NEWARK 0/NEWARK_161 kV/NEWAR_1/161.000000,NEWARK 0,10.352067,0.962127,9.960000,2.822000
lod_5163_1,NOLANVILLE_161 kV/NOLANVILLE 0/NOLANVILLE_161 kV/NOLAN_1/161.000000,NOLANVILLE 0,15.749389,0.962133,15.153000,4.293000
lod_5483_1,NORTH RICHLAND HILLS 1_161 kV/NORTH RICHLAND HILLS 1 0/NORTH RICHLAND HILLS 1_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 1 0,87.958359,0.962126,84.626999,23.978001
lod_5217_1,NORTH RICHLAND HILLS 2_161 kV/NORTH RICHLAND HILLS 2 0/NORTH RICHLAND HILLS 2_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 2 0,104.281380,0.962128,100.332001,28.427000
lod_5187_1,OLNEY 2_161 kV/OLNEY 2 0/OLNEY 2_161 kV/OLNEY_1/161.000000,OLNEY 2 0,16.014631,0.962120,15.408000,4.366000
lod_5110_1,PALO PINTO 2_161 kV/PALO PINTO 2 0/PALO PINTO 2_161 kV/PALO _1/161.000000,PALO PINTO 2 0,3.576466,0.962123,3.441000,0.975000
lod_5153_1,PARADISE_161 kV/PARADISE 0/PARADISE_161 kV/PARAD_1/161.000000,PARADISE 0,16.610092,0.962126,15.981000,4.528000
lod_5119_1,PERRIN_161 kV/PERRIN 0/PERRIN_161 kV/PERRI_1/161.000000,PERRIN 0,4.571096,0.962132,4.398000,1.246000
lod_5215_1,PILOT POINT_161 kV/PILOT POINT 0/PILOT POINT_161 kV/PILOT_1/161.000000,PILOT POINT 0,20.763334,0.962129,19.976999,5.660000
lod_5096_1,PLANO 1_161 kV/PLANO 1 0/PLANO 1_161 kV/PLANO_1/161.000000,PLANO 1 0,64.167183,0.962127,61.737000,17.492001
lod_5010_1,PLANO 2_161 kV/PLANO 2 0/PLANO 2_161 kV/PLANO_1/161.000000,PLANO 2 0,139.135605,0.962126,133.865997,37.929001
lod_5173_1,PLANO 3_161 kV/PLANO 3 0/PLANO 3_161 kV/PLANO_1/161.000000,PLANO 3 0,141.723480,0.962127,136.356003,38.633999
lod_5053_1,PLANO 4_161 kV/PLANO 4 0/PLANO 4_161 kV/PLANO_1/161.000000,PLANO 4 0,158.791946,0.962127,152.778000,43.286999
lod_5130_1,PLANO 5_161 kV/PLANO 5 0/PLANO 5_161 kV/PLANO_1/161.000000,PLANO 5 0,103.714073,0.962126,99.786003,28.273001
lod_5147_1,PLANO 6_161 kV/PLANO 6 0/PLANO 6_161 kV/PLANO_1/161.000000,PLANO 6 0,112.372887,0.962127,108.116997,30.632999
lod_5116_1,PLANO 7_161 kV/PLANO 7 0/PLANO 7_161 kV/PLANO_1/161.000000,PLANO 7 0,147.133438,0.962127,141.561005,40.109001
lod_5017_1,PONDER_161 kV/PONDER 0/PONDER_161 kV/PONDE_1/161.000000,PONDER 0,14.399269,0.962132,13.854000,3.925000
lod_5031_1,PRINCETON_161 kV/PRINCETON 0/PRINCETON_161 kV/PRINC_1/161.000000,PRINCETON 0,44.027466,0.962127,42.360001,12.002000
lod_5074_1,PROSPER_161 kV/PROSPER 0/PROSPER_161 kV/PROSP_1/161.000000,PROSPER 0,33.026779,0.962128,31.775999,9.003000
lod_5284_1,QUINLAN_161 kV/QUINLAN 0/QUINLAN_161 kV/QUINL_1/161.000000,QUINLAN 0,46.403534,0.962125,44.646000,12.650000
lod_5333_1,RED OAK_161 kV/RED OAK 0/RED OAK_161 kV/RED O_1/161.000000,RED OAK 0,112.379204,0.962126,108.123001,30.635000
lod_5185_1,RHOME_161 kV/RHOME 0/RHOME_161 kV/RHOME_1/161.000000,RHOME 0,26.728233,0.962129,25.716000,7.286000
lod_5202_1,RICE_161 kV/RICE 0/RICE_161 kV/RICE__1/161.000000,RICE 0,8.980106,0.962127,8.640000,2.448000
lod_5386_1,RICHARDSON 1_161 kV/RICHARDSON 1 0/RICHARDSON 1_161 kV/RICHA_1/161.000000,RICHARDSON 1 0,66.047516,0.962126,63.546001,18.004999
lod_5103_1,RICHARDSON 2_161 kV/RICHARDSON 2 1/RICHARDSON 2_161 kV/RICHA_1/161.000000,RICHARDSON 2 1,137.224213,0.962126,132.026993,37.408001
lod_5103_2,RICHARDSON 2_161 kV/RICHARDSON 2 1/RICHARDSON 2_161 kV/RICHA_1/161.000000,RICHARDSON 2 1,106.501671,0.962126,102.468002,29.033001
lod_5328_1,RIESEL 2_161 kV/RIESEL 2 0/RIESEL 2_161 kV/RIESE_1/161.000000,RIESEL 2 0,0.336809,0.961971,0.324000,0.092000
lod_5328_2,RIESEL 2_161 kV/RIESEL 2 0/RIESEL 2_161 kV/RIESE_1/161.000000,RIESEL 2 0,5.543887,0.962141,5.334000,1.511000
lod_5328_3,RIESEL 2_161 kV/RIESEL 2 0/RIESEL 2_161 kV/RIESE_1/161.000000,RIESEL 2 0,8.294126,0.962127,7.980000,2.261000
lod_5154_1,RIO VISTA_161 kV/RIO VISTA 0/RIO VISTA_161 kV/RIO V_1/161.000000,RIO VISTA 0,4.992107,0.962119,4.803000,1.361000
lod_5154_2,RIO VISTA_161 kV/RIO VISTA 0/RIO VISTA_161 kV/RIO V_1/161.000000,RIO VISTA 0,11.200133,0.962131,10.776000,3.053000
lod_5254_1,ROANOKE_161 kV/ROANOKE 0/ROANOKE_161 kV/ROANO_1/161.000000,ROANOKE 0,86.209068,0.962126,82.944000,23.500999
lod_5178_1,ROCKWALL 1_161 kV/ROCKWALL 1 0/ROCKWALL 1_161 kV/ROCKW_1/161.000000,ROCKWALL 1 0,87.262909,0.962127,83.958000,23.788000
lod_5431_1,ROCKWALL 2_161 kV/ROCKWALL 2 0/ROCKWALL 2_161 kV/ROCKW_1/161.000000,ROCKWALL 2 0,87.758644,0.962127,84.434998,23.923000
lod_5392_1,ROGERS_115 kV/ROGERS 2/ROGERS_115 kV/ROGER_1/115.000000,ROGERS 2,7.788913,0.962137,7.494000,2.123000
lod_5159_1,ROSEBUD_161 kV/ROSEBUD 0/ROSEBUD_161 kV/ROSEB_1/161.000000,ROSEBUD 0,8.019679,0.962133,7.716000,2.186000
lod_5159_2,ROSEBUD_161 kV/ROSEBUD 0/ROSEBUD_161 kV/ROSEB_1/161.000000,ROSEBUD 0,7.096888,0.962112,6.828000,1.935000
lod_5336_1,ROWLETT 1_161 kV/ROWLETT 1 0/ROWLETT 1_161 kV/ROWLE_1/161.000000,ROWLETT 1 0,77.054245,0.962127,74.136002,21.004999
