Nombre,Subestacion_i,Nodo_i,Subestacion_j,Nodo_j,V_nom[kV],Longitud [km],R[Ohm/km],R[pu],X[Ohm/km],X[pu],C[uF/km],R0[Ohm/km],X0[Ohm/km],C0[uF/km],I_nominal [kA],Carga_maxima [%],Fuera_servicio
lne_6091_6176_1,WIMBERLEY_115 kV/WIMBERLEY 0/WIMBERLEY_115 kV/WIMBE_1/115.000000,WIMBERLEY 0,AUSTIN 39_115 kV/AUSTIN 39 0/AUSTIN 39_115 kV/AUSTI_1/115.000000,AUSTIN 39 0,115.000000,1.000000,2.598712,0.019650,6.353290,0.048040,0.126161,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6091_6251_1,WIMBERLEY_115 kV/WIMBERLEY 0/WIMBERLEY_115 kV/WIMBE_1/115.000000,WIMBERLEY 0,CANYON LAKE_115 kV/CANYON LAKE 0/CANYON LAKE_115 kV/CANYO_1/115.000000,CANYON LAKE 0,115.000000,1.000000,0.827885,0.006260,4.731905,0.035780,0.107908,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6092_6265_1,GONZALES_115 kV/GONZALES 0/GONZALES_115 kV/GONZA_1/115.000000,GONZALES 0,CUERO 1_115 kV/CUERO 1 0/CUERO 1_115 kV/CUERO_1/115.000000,CUERO 1 0,115.000000,1.000000,4.054785,0.030660,17.741341,0.134150,0.409771,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6092_6340_1,GONZALES_115 kV/GONZALES 0/GONZALES_115 kV/GONZA_1/115.000000,GONZALES 0,NIXON_115 kV/NIXON 0/NIXON_115 kV/NIXON_1/115.000000,NIXON 0,115.000000,1.000000,2.807667,0.021230,12.284700,0.092890,0.283811,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6093_6094_1,SAN ANTONIO 11_115 kV/SAN ANTONIO 11 0/SAN ANTONIO 11_115 kV/SAN A_1/115.000000,SAN ANTONIO 11 0,SAN ANTONIO 14_115 kV/SAN ANTONIO 14 0/SAN ANTONIO 14_115 kV/SAN A_1/115.000000,SAN ANTONIO 14 0,115.000000,1.000000,1.424332,0.010770,3.422630,0.025880,0.070401,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6093_6191_1,SAN ANTONIO 11_115 kV/SAN ANTONIO 11 0/SAN ANTONIO 11_115 kV/SAN A_1/115.000000,SAN ANTONIO 11 0,SAN ANTONIO 3_115 kV/SAN ANTONIO 3 0/SAN ANTONIO 3_115 kV/SAN A_1/115.000000,SAN ANTONIO 3 0,115.000000,1.000000,0.710182,0.005370,2.947852,0.022290,0.075817,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6094_6352_1,SAN ANTONIO 14_115 kV/SAN ANTONIO 14 0/SAN ANTONIO 14_115 kV/SAN A_1/115.000000,SAN ANTONIO 14 0,SAN ANTONIO 28_115 kV/SAN ANTONIO 28 0/SAN ANTONIO 28_115 kV/SAN A_1/115.000000,SAN ANTONIO 28 0,115.000000,1.000000,0.412620,0.003120,2.871147,0.021710,0.071204,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6094_6352_2,SAN ANTONIO 14_115 kV/SAN ANTONIO 14 0/SAN ANTONIO 14_115 kV/SAN A_1/115.000000,SAN ANTONIO 14 0,SAN ANTONIO 28_115 kV/SAN ANTONIO 28 0/SAN ANTONIO 28_115 kV/SAN A_1/115.000000,SAN ANTONIO 28 0,115.000000,1.000000,0.412620,0.003120,2.871147,0.021710,0.071204,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6095_6116_1,HUTTO_115 kV/HUTTO 0/HUTTO_115 kV/HUTTO_1/115.000000,HUTTO 0,TAYLOR_115 kV/TAYLOR 0/TAYLOR_115 kV/TAYLO_1/115.000000,TAYLOR 0,115.000000,1.000000,3.586620,0.027120,8.765530,0.066280,0.174098,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6095_6353_1,HUTTO_115 kV/HUTTO 0/HUTTO_115 kV/HUTTO_1/115.000000,HUTTO 0,ROUND ROCK 2_115 kV/ROUND ROCK 2 0/ROUND ROCK 2_115 kV/ROUND_1/115.000000,ROUND ROCK 2 0,115.000000,1.000000,0.584545,0.004420,3.991305,0.030180,0.103095,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6095_6353_2,HUTTO_115 kV/HUTTO 0/HUTTO_115 kV/HUTTO_1/115.000000,HUTTO 0,ROUND ROCK 2_115 kV/ROUND ROCK 2 0/ROUND ROCK 2_115 kV/ROUND_1/115.000000,ROUND ROCK 2 0,115.000000,1.000000,0.584545,0.004420,3.991305,0.030180,0.103095,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6095_6358_1,HUTTO_115 kV/HUTTO 0/HUTTO_115 kV/HUTTO_1/115.000000,HUTTO 0,GEORGETOWN 1_115 kV/GEORGETOWN 1 0/GEORGETOWN 1_115 kV/GEORG_1/115.000000,GEORGETOWN 1 0,115.000000,1.000000,1.290760,0.009760,5.353480,0.040480,0.137794,0.000000,0.000000,0.000000,1.255109,100.000000,0.000000
lne_6096_6196_1,LULING_115 kV/LULING 0/LULING_115 kV/LULIN_1/115.000000,LULING 0,DALE_115 kV/DALE 0/DALE_115 kV/DALE__1/115.000000,DALE 0,115.000000,1.000000,2.851310,0.021560,11.825790,0.089420,0.304270,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6096_6202_1,LULING_115 kV/LULING 0/LULING_115 kV/LULIN_1/115.000000,LULING 0,MARTINDALE_115 kV/MARTINDALE 0/MARTINDALE_115 kV/MARTI_1/115.000000,MARTINDALE 0,115.000000,1.000000,2.346115,0.017740,13.395600,0.101290,0.305273,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6096_6340_1,LULING_115 kV/LULING 0/LULING_115 kV/LULIN_1/115.000000,LULING 0,NIXON_115 kV/NIXON 0/NIXON_115 kV/NIXON_1/115.000000,NIXON 0,115.000000,1.000000,3.003397,0.022710,18.030970,0.136340,0.371061,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6097_6220_1,SAN ANTONIO 21_115 kV/SAN ANTONIO 21 0/SAN ANTONIO 21_115 kV/SAN A_1/115.000000,SAN ANTONIO 21 0,SAN ANTONIO 13_115 kV/SAN ANTONIO 13 0/SAN ANTONIO 13_115 kV/SAN A_1/115.000000,SAN ANTONIO 13 0,115.000000,1.000000,0.484035,0.003660,3.306250,0.025000,0.085244,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6097_6220_2,SAN ANTONIO 21_115 kV/SAN ANTONIO 21 0/SAN ANTONIO 21_115 kV/SAN A_1/115.000000,SAN ANTONIO 21 0,SAN ANTONIO 13_115 kV/SAN ANTONIO 13 0/SAN ANTONIO 13_115 kV/SAN A_1/115.000000,SAN ANTONIO 13 0,115.000000,1.000000,0.484035,0.003660,3.306250,0.025000,0.085244,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6097_6225_1,SAN ANTONIO 21_115 kV/SAN ANTONIO 21 0/SAN ANTONIO 21_115 kV/SAN A_1/115.000000,SAN ANTONIO 21 0,SAN ANTONIO 27_115 kV/SAN ANTONIO 27 0/SAN ANTONIO 27_115 kV/SAN A_1/115.000000,SAN ANTONIO 27 0,115.000000,1.000000,1.380690,0.010440,6.042502,0.045690,0.139599,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6098_6123_1,AUSTIN 12_115 kV/AUSTIN 12 0/AUSTIN 12_115 kV/AUSTI_1/115.000000,AUSTIN 12 0,AUSTIN 5_115 kV/AUSTIN 5 0/AUSTIN 5_115 kV/AUSTI_1/115.000000,AUSTIN 5 0,115.000000,1.000000,0.419232,0.003170,2.708480,0.020480,0.078424,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6098_6123_2,AUSTIN 12_115 kV/AUSTIN 12 0/AUSTIN 12_115 kV/AUSTI_1/115.000000,AUSTIN 12 0,AUSTIN 5_115 kV/AUSTIN 5 0/AUSTIN 5_115 kV/AUSTI_1/115.000000,AUSTIN 5 0,115.000000,1.000000,0.419232,0.003170,2.708480,0.020480,0.078424,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6098_6208_1,AUSTIN 12_115 kV/AUSTIN 12 0/AUSTIN 12_115 kV/AUSTI_1/115.000000,AUSTIN 12 0,AUSTIN 15_115 kV/AUSTIN 15 0/AUSTIN 15_115 kV/AUSTI_1/115.000000,AUSTIN 15 0,115.000000,1.000000,0.913848,0.006910,2.236347,0.016910,0.044327,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6098_6289_1,AUSTIN 12_115 kV/AUSTIN 12 0/AUSTIN 12_115 kV/AUSTI_1/115.000000,AUSTIN 12 0,AUSTIN 26_115 kV/AUSTIN 26 0/AUSTIN 26_115 kV/AUSTI_1/115.000000,AUSTIN 26 0,115.000000,1.000000,0.730020,0.005520,3.193838,0.024150,0.073811,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6099_6204_1,SAN ANTONIO 15_115 kV/SAN ANTONIO 15 0/SAN ANTONIO 15_115 kV/SAN A_1/115.000000,SAN ANTONIO 15 0,SAN ANTONIO 23_115 kV/SAN ANTONIO 23 0/SAN ANTONIO 23_115 kV/SAN A_1/115.000000,SAN ANTONIO 23 0,115.000000,1.000000,0.351785,0.002660,2.008878,0.015190,0.045731,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6099_6225_1,SAN ANTONIO 15_115 kV/SAN ANTONIO 15 0/SAN ANTONIO 15_115 kV/SAN A_1/115.000000,SAN ANTONIO 15 0,SAN ANTONIO 27_115 kV/SAN ANTONIO 27 0/SAN ANTONIO 27_115 kV/SAN A_1/115.000000,SAN ANTONIO 27 0,115.000000,1.000000,0.409975,0.003100,2.339502,0.017690,0.053353,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6099_6310_1,SAN ANTONIO 15_115 kV/SAN ANTONIO 15 0/SAN ANTONIO 15_115 kV/SAN A_1/115.000000,SAN ANTONIO 15 0,SAN ANTONIO 4_115 kV/SAN ANTONIO 4 0/SAN ANTONIO 4_115 kV/SAN A_1/115.000000,SAN ANTONIO 4 0,115.000000,1.000000,0.882108,0.006670,3.659358,0.027670,0.094269,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6100_6128_1,ADKINS_115 kV/ADKINS 0/ADKINS_115 kV/ADKIN_1/115.000000,ADKINS 0,SAN ANTONIO 35_115 kV/SAN ANTONIO 35 0/SAN ANTONIO 35_115 kV/SAN A_1/115.000000,SAN ANTONIO 35 0,115.000000,1.000000,2.209898,0.016710,13.269960,0.100340,0.273181,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6100_6180_1,ADKINS_115 kV/ADKINS 0/ADKINS_115 kV/ADKIN_1/115.000000,ADKINS 0,LA VERNIA_115 kV/LA VERNIA 0/LA VERNIA_115 kV/LA VE_1/115.000000,LA VERNIA 0,115.000000,1.000000,1.264310,0.009560,5.528050,0.041800,0.127765,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6100_6283_1,ADKINS_115 kV/ADKINS 0/ADKINS_115 kV/ADKIN_1/115.000000,ADKINS 0,SAINT HEDWIG_115 kV/SAINT HEDWIG 0/SAINT HEDWIG_115 kV/SAINT_1/115.000000,SAINT HEDWIG 0,115.000000,1.000000,0.748535,0.005660,4.271675,0.032300,0.097278,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6103_6117_1,WINCHESTER_115 kV/WINCHESTER 2/WINCHESTER_115 kV/WINCH_1/115.000000,WINCHESTER 2,SMITHVILLE_115 kV/SMITHVILLE 0/SMITHVILLE_115 kV/SMITH_1/115.000000,SMITHVILLE 0,115.000000,1.000000,1.139995,0.008620,7.941613,0.060050,0.196963,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6103_6117_2,WINCHESTER_115 kV/WINCHESTER 2/WINCHESTER_115 kV/WINCH_1/115.000000,WINCHESTER 2,SMITHVILLE_115 kV/SMITHVILLE 0/SMITHVILLE_115 kV/SMITH_1/115.000000,SMITHVILLE 0,115.000000,1.000000,1.139995,0.008620,7.941613,0.060050,0.196963,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6103_6183_1,WINCHESTER_115 kV/WINCHESTER 2/WINCHESTER_115 kV/WINCH_1/115.000000,WINCHESTER 2,GIDDINGS_115 kV/GIDDINGS 0/GIDDINGS_115 kV/GIDDI_1/115.000000,GIDDINGS 0,115.000000,1.000000,1.556582,0.011770,6.809553,0.051490,0.157250,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6107_8082_1,ROCKDALE 1_500 kV/ROCKDALE 1 0/ROCKDALE 1_500 kV/ROCKD_1/500.000000,ROCKDALE 1 0,FRANKLIN_500 kV/FRANKLIN 0/FRANKLIN_500 kV/FRANK_1/500.000000,FRANKLIN 0,500.000000,1.000000,2.825000,0.001130,34.200001,0.013680,0.964574,0.000000,0.000000,0.000000,2.332495,100.000000,0.000000
lne_6108_6192_1,ROCKDALE 1_230 kV/ROCKDALE 1 1/ROCKDALE 1_230 kV/ROCKD_1/230.000000,ROCKDALE 1 1,CALDWELL_230 kV/CALDWELL 0/CALDWELL_230 kV/CALDW_1/230.000000,CALDWELL 0,230.000000,1.000000,2.607970,0.004930,18.641960,0.035240,0.322221,0.000000,0.000000,0.000000,1.312844,100.000000,0.000000
lne_6109_6338_1,ROCKDALE 1_115 kV/ROCKDALE 1 2/ROCKDALE 1_115 kV/ROCKD_1/115.000000,ROCKDALE 1 2,ROCKDALE 2_115 kV/ROCKDALE 2 0/ROCKDALE 2_115 kV/ROCKD_1/115.000000,ROCKDALE 2 0,115.000000,1.000000,5.141880,0.038880,12.569040,0.095040,0.249513,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6113_6175_1,AUSTIN 20_115 kV/AUSTIN 20 0/AUSTIN 20_115 kV/AUSTI_1/115.000000,AUSTIN 20 0,AUSTIN 16_115 kV/AUSTIN 16 0/AUSTIN 16_115 kV/AUSTI_1/115.000000,AUSTIN 16 0,115.000000,1.000000,0.103155,0.000780,0.662573,0.005010,0.019255,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6113_6175_2,AUSTIN 20_115 kV/AUSTIN 20 0/AUSTIN 20_115 kV/AUSTI_1/115.000000,AUSTIN 20 0,AUSTIN 16_115 kV/AUSTIN 16 0/AUSTIN 16_115 kV/AUSTI_1/115.000000,AUSTIN 16 0,115.000000,1.000000,0.103155,0.000780,0.662573,0.005010,0.019255,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6113_6345_1,AUSTIN 20_115 kV/AUSTIN 20 0/AUSTIN 20_115 kV/AUSTI_1/115.000000,AUSTIN 20 0,AUSTIN 14_115 kV/AUSTIN 14 0/AUSTIN 14_115 kV/AUSTI_1/115.000000,AUSTIN 14 0,115.000000,1.000000,0.341205,0.002580,1.493102,0.011290,0.034499,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6114_6204_1,SAN ANTONIO 43_115 kV/SAN ANTONIO 43 0/SAN ANTONIO 43_115 kV/SAN A_1/115.000000,SAN ANTONIO 43 0,SAN ANTONIO 23_115 kV/SAN ANTONIO 23 0/SAN ANTONIO 23_115 kV/SAN A_1/115.000000,SAN ANTONIO 23 0,115.000000,1.000000,1.360852,0.010290,6.063663,0.045850,0.134785,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6114_6261_1,SAN ANTONIO 43_115 kV/SAN ANTONIO 43 0/SAN ANTONIO 43_115 kV/SAN A_1/115.000000,SAN ANTONIO 43 0,LACKLAND A F B_115 kV/LACKLAND A F B 0/LACKLAND A F B_115 kV/LACKL_1/115.000000,LACKLAND A F B 0,115.000000,1.000000,0.682410,0.005160,4.095782,0.030970,0.084241,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6115_6159_1,SAN ANTONIO 5_115 kV/SAN ANTONIO 5 0/SAN ANTONIO 5_115 kV/SAN A_1/115.000000,SAN ANTONIO 5 0,SCHERTZ_115 kV/SCHERTZ 0/SCHERTZ_115 kV/SCHER_1/115.000000,SCHERTZ 0,115.000000,1.000000,0.571320,0.004320,3.906665,0.029540,0.100888,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6115_6159_2,SAN ANTONIO 5_115 kV/SAN ANTONIO 5 0/SAN ANTONIO 5_115 kV/SAN A_1/115.000000,SAN ANTONIO 5 0,SCHERTZ_115 kV/SCHERTZ 0/SCHERTZ_115 kV/SCHER_1/115.000000,SCHERTZ 0,115.000000,1.000000,0.571320,0.004320,3.906665,0.029540,0.100888,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6115_6191_1,SAN ANTONIO 5_115 kV/SAN ANTONIO 5 0/SAN ANTONIO 5_115 kV/SAN A_1/115.000000,SAN ANTONIO 5 0,SAN ANTONIO 3_115 kV/SAN ANTONIO 3 0/SAN ANTONIO 3_115 kV/SAN A_1/115.000000,SAN ANTONIO 3 0,115.000000,1.000000,1.124125,0.008500,4.917055,0.037180,0.113525,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6115_6225_1,SAN ANTONIO 5_115 kV/SAN ANTONIO 5 0/SAN ANTONIO 5_115 kV/SAN A_1/115.000000,SAN ANTONIO 5 0,SAN ANTONIO 27_115 kV/SAN ANTONIO 27 0/SAN ANTONIO 27_115 kV/SAN A_1/115.000000,SAN ANTONIO 27 0,115.000000,1.000000,1.256375,0.009500,7.547507,0.057070,0.155244,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6115_6250_1,SAN ANTONIO 5_115 kV/SAN ANTONIO 5 0/SAN ANTONIO 5_115 kV/SAN A_1/115.000000,SAN ANTONIO 5 0,SAN ANTONIO 6_115 kV/SAN ANTONIO 6 0/SAN ANTONIO 6_115 kV/SAN A_1/115.000000,SAN ANTONIO 6 0,115.000000,1.000000,0.413942,0.003130,1.843565,0.013940,0.040917,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6116_6181_1,TAYLOR_115 kV/TAYLOR 0/TAYLOR_115 kV/TAYLO_1/115.000000,TAYLOR 0,MANOR_115 kV/MANOR 0/MANOR_115 kV/MANOR_1/115.000000,MANOR 0,115.000000,1.000000,1.479877,0.011190,8.453420,0.063920,0.192751,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6118_6349_1,CEDAR PARK_500 kV/CEDAR PARK 0/CEDAR PARK_500 kV/CEDAR_1/500.000000,CEDAR PARK 0,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,500.000000,1.000000,0.225000,0.000090,4.550000,0.001820,0.135038,0.000000,0.000000,0.000000,3.196211,100.000000,0.000000
lne_6119_6354_1,CEDAR PARK_230 kV/CEDAR PARK 1/CEDAR PARK_230 kV/CEDAR_1/230.000000,CEDAR PARK 1,ROUND ROCK 4_230 kV/ROUND ROCK 4 0/ROUND ROCK 4_230 kV/ROUND_1/230.000000,ROUND ROCK 4 0,230.000000,1.000000,0.502550,0.000950,4.893250,0.009250,0.089205,0.000000,0.000000,0.000000,1.375600,100.000000,0.000000
lne_6120_6290_1,CEDAR PARK_115 kV/CEDAR PARK 2/CEDAR PARK_115 kV/CEDAR_1/115.000000,CEDAR PARK 2,AUSTIN 21_115 kV/AUSTIN 21 0/AUSTIN 21_115 kV/AUSTI_1/115.000000,AUSTIN 21 0,115.000000,1.000000,0.444360,0.003360,3.037783,0.022970,0.078424,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6120_6290_2,CEDAR PARK_115 kV/CEDAR PARK 2/CEDAR PARK_115 kV/CEDAR_1/115.000000,CEDAR PARK 2,AUSTIN 21_115 kV/AUSTIN 21 0/AUSTIN 21_115 kV/AUSTI_1/115.000000,AUSTIN 21 0,115.000000,1.000000,0.444360,0.003360,3.037783,0.022970,0.078424,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6121_6174_1,SAN ANTONIO 25_115 kV/SAN ANTONIO 25 0/SAN ANTONIO 25_115 kV/SAN A_1/115.000000,SAN ANTONIO 25 0,SAN ANTONIO 10_115 kV/SAN ANTONIO 10 0/SAN ANTONIO 10_115 kV/SAN A_1/115.000000,SAN ANTONIO 10 0,115.000000,1.000000,0.776308,0.005870,4.431697,0.033510,0.101089,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6121_6179_1,SAN ANTONIO 25_115 kV/SAN ANTONIO 25 0/SAN ANTONIO 25_115 kV/SAN A_1/115.000000,SAN ANTONIO 25 0,SAN ANTONIO 41_115 kV/SAN ANTONIO 41 0/SAN ANTONIO 41_115 kV/SAN A_1/115.000000,SAN ANTONIO 41 0,115.000000,1.000000,3.160775,0.023900,7.726045,0.058420,0.153439,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6121_6220_1,SAN ANTONIO 25_115 kV/SAN ANTONIO 25 0/SAN ANTONIO 25_115 kV/SAN A_1/115.000000,SAN ANTONIO 25 0,SAN ANTONIO 13_115 kV/SAN ANTONIO 13 0/SAN ANTONIO 13_115 kV/SAN A_1/115.000000,SAN ANTONIO 13 0,115.000000,1.000000,0.423200,0.003200,2.892308,0.021870,0.074613,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6121_6220_2,SAN ANTONIO 25_115 kV/SAN ANTONIO 25 0/SAN ANTONIO 25_115 kV/SAN A_1/115.000000,SAN ANTONIO 25 0,SAN ANTONIO 13_115 kV/SAN ANTONIO 13 0/SAN ANTONIO 13_115 kV/SAN A_1/115.000000,SAN ANTONIO 13 0,115.000000,1.000000,0.423200,0.003200,2.892308,0.021870,0.074613,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6122_6327_1,HALLETTSVILLE_115 kV/HALLETTSVILLE 0/HALLETTSVILLE_115 kV/HALLE_1/115.000000,HALLETTSVILLE 0,WEIMAR_115 kV/WEIMAR 0/WEIMAR_115 kV/WEIMA_1/115.000000,WEIMAR 0,115.000000,1.000000,4.111652,0.031090,10.053650,0.076020,0.199570,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6123_6233_1,AUSTIN 5_115 kV/AUSTIN 5 0/AUSTIN 5_115 kV/AUSTI_1/115.000000,AUSTIN 5 0,AUSTIN 4_115 kV/AUSTIN 4 0/AUSTIN 4_115 kV/AUSTI_1/115.000000,AUSTIN 4 0,115.000000,1.000000,0.535613,0.004050,3.061588,0.023150,0.069800,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6124_6131_1,NEW BRAUNFELS 3_115 kV/NEW BRAUNFELS 3 0/NEW BRAUNFELS 3_115 kV/NEW B_1/115.000000,NEW BRAUNFELS 3 0,SPRING BRANCH_115 kV/SPRING BRANCH 0/SPRING BRANCH_115 kV/SPRIN_1/115.000000,SPRING BRANCH 0,115.000000,1.000000,2.436045,0.018420,10.109190,0.076440,0.260144,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6124_6191_1,NEW BRAUNFELS 3_115 kV/NEW BRAUNFELS 3 0/NEW BRAUNFELS 3_115 kV/NEW B_1/115.000000,NEW BRAUNFELS 3 0,SAN ANTONIO 3_115 kV/SAN ANTONIO 3 0/SAN ANTONIO 3_115 kV/SAN A_1/115.000000,SAN ANTONIO 3 0,115.000000,1.000000,1.104288,0.008350,7.132242,0.053930,0.206390,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6124_6314_1,NEW BRAUNFELS 3_115 kV/NEW BRAUNFELS 3 0/NEW BRAUNFELS 3_115 kV/NEW B_1/115.000000,NEW BRAUNFELS 3 0,BULVERDE_115 kV/BULVERDE 0/BULVERDE_115 kV/BULVE_1/115.000000,BULVERDE 0,115.000000,1.000000,2.520685,0.019060,11.027010,0.083380,0.254728,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6125_6180_1,SUTHERLAND SPRINGS_115 kV/SUTHERLAND SPRINGS 0/SUTHERLAND SPRINGS_115 kV/SUTHE_1/115.000000,SUTHERLAND SPRINGS 0,LA VERNIA_115 kV/LA VERNIA 0/LA VERNIA_115 kV/LA VE_1/115.000000,LA VERNIA 0,115.000000,1.000000,0.792177,0.005990,3.282445,0.024820,0.084441,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6125_6322_1,SUTHERLAND SPRINGS_115 kV/SUTHERLAND SPRINGS 0/SUTHERLAND SPRINGS_115 kV/SUTHE_1/115.000000,SUTHERLAND SPRINGS 0,FLORESVILLE_115 kV/FLORESVILLE 1/FLORESVILLE_115 kV/FLORE_1/115.000000,FLORESVILLE 1,115.000000,1.000000,2.440012,0.018450,10.671250,0.080690,0.246505,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_6126_6130_1,AUSTIN 34_115 kV/AUSTIN 34 0/AUSTIN 34_115 kV/AUSTI_1/115.000000,AUSTIN 34 0,MANCHACA_115 kV/MANCHACA 0/MANCHACA_115 kV/MANCH_1/115.000000,MANCHACA 0,115.000000,1.000000,0.521065,0.003940,2.320987,0.017550,0.051547,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6126_6176_1,AUSTIN 34_115 kV/AUSTIN 34 0/AUSTIN 34_115 kV/AUSTI_1/115.000000,AUSTIN 34 0,AUSTIN 39_115 kV/AUSTIN 39 0/AUSTIN 39_115 kV/AUSTI_1/115.000000,AUSTIN 39 0,115.000000,1.000000,0.949555,0.007180,6.617790,0.050040,0.164069,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6126_6176_2,AUSTIN 34_115 kV/AUSTIN 34 0/AUSTIN 34_115 kV/AUSTI_1/115.000000,AUSTIN 34 0,AUSTIN 39_115 kV/AUSTIN 39 0/AUSTIN 39_115 kV/AUSTI_1/115.000000,AUSTIN 39 0,115.000000,1.000000,0.949555,0.007180,6.617790,0.050040,0.164069,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_6126_6313_1,AUSTIN 34_115 kV/AUSTIN 34 0/AUSTIN 34_115 kV/AUSTI_1/115.000000,AUSTIN 34 0,AUSTIN 33_115 kV/AUSTIN 33 0/AUSTIN 33_115 kV/AUSTI_1/115.000000,AUSTIN 33 0,115.000000,1.000000,1.214055,0.009180,7.286975,0.055100,0.150029,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6127_6237_1,CAMERON_115 kV/CAMERON 0/CAMERON_115 kV/CAMER_1/115.000000,CAMERON 0,BURLINGTON_115 kV/BURLINGTON 0/BURLINGTON_115 kV/BURLI_1/115.000000,BURLINGTON 0,115.000000,1.000000,1.905722,0.014410,10.888140,0.082330,0.248109,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6127_6338_1,CAMERON_115 kV/CAMERON 0/CAMERON_115 kV/CAMER_1/115.000000,CAMERON 0,ROCKDALE 2_115 kV/ROCKDALE 2 0/ROCKDALE 2_115 kV/ROCKD_1/115.000000,ROCKDALE 2 0,115.000000,1.000000,1.717928,0.012990,9.810305,0.074180,0.223639,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_6127_8102_1,CAMERON_115 kV/CAMERON 0/CAMERON_115 kV/CAMER_1/115.000000,CAMERON 0,CALVERT_115 kV/CALVERT 0/CALVERT_115 kV/CALVE_1/115.000000,CALVERT 0,115.000000,1.000000,4.644620,0.035120,11.353660,0.085850,0.225444,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
